Serie,Date,Day,Month,Year,Site,Management,Transect,Latitud_1,Longitud_1,Latitud_2,Longitud_2,Station,Depth,Surface,Species,Stage,Abundance,Substrate,Community,Frondosity ,Observaciones,Muestreado por,Anotado por,Ingresado por
8044,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8045,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8046,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8047,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8048,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8049,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8050,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8051,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8052,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8053,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8054,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8055,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8056,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8057,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8058,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8059,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8060,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8061,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8062,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8063,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8064,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8065,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,42,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8066,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,35,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8067,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,36,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8068,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia trabeculata ,Adulto,46,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8069,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Lessonia trabeculata ,Adulto,32,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8070,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia trabeculata ,Adulto,42,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8071,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Lessonia trabeculata ,Adulto,25,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8072,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,15,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8073,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,20,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8074,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,13,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8075,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,4,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8076,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,23,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8077,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,5,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8078,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia trabeculata ,Juvenil,24,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8079,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Lessonia trabeculata ,Juvenil,1,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8080,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8081,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Lessonia trabeculata ,Juvenil,10,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8082,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,19,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8083,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,2,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8084,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,5,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8085,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8086,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8087,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8088,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8089,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8090,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8091,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8092,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8093,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8094,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8095,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8096,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8097,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8098,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8099,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8100,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8101,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8102,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8103,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8104,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8105,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8106,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8107,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8108,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8109,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8110,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8111,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8112,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8113,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8114,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8115,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8116,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8117,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8118,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8119,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8120,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8121,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8122,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8123,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8124,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8125,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8126,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8127,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8128,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8129,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,7,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8130,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,8,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8131,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,11,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8132,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8133,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8134,04-03-20,4,3,2020,Cobquecura,AMERB,2,-36.15312,-72.82216,-36.15299,-72.82345,NaN,NaN,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8135,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,14,NaN, Lessonia trabeculata ,Adulto,36,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8136,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,6.8,NaN, Lessonia trabeculata ,Adulto,30,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8137,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,7.4,NaN, Lessonia trabeculata ,Adulto,41,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8138,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,7.2,NaN, Lessonia trabeculata ,Adulto,18,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8139,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,11.2,NaN, Lessonia trabeculata ,Adulto,35,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8140,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,9.4,NaN, Lessonia trabeculata ,Adulto,18,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8141,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,7.1,NaN, Lessonia trabeculata ,Adulto,49,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8142,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,6.5,NaN, Lessonia trabeculata ,Adulto,28,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8143,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,6.3,NaN, Lessonia trabeculata ,Adulto,30,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8145,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,14,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8146,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,6.8,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8147,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,7.4,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8148,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,7.2,NaN, Lessonia trabeculata ,Juvenil,25,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8149,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,11.2,NaN, Lessonia trabeculata ,Juvenil,57,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8150,04-03-20,4,3,2020,Cobquecura,AMERB,3,-36.15511667,-72.82313333,-36.15476667,-72.82408333,NaN,9.4,NaN, Lessonia trabeculata ,Juvenil,60,10,1-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
