Serie,Date,Day,Month,Year,Site,Management,Transect,Quadrats,Place_in_transect ,Depth,Group,Species,Presence,Abundance,Holdfast,Stipes,TL,Frondosity,Obs,Sampler,Anotate,Entered by
2450,08-12-2019,8,12,2019,Ventanas,TURF,10,1,0,8.9,Macroalga ,Lessonia trabeculata,1,1,23,6,162,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2451,08-12-2019,8,12,2019,Ventanas,TURF,10,1,0,8.9,Macroalga ,Lessonia trabeculata,1,1,70,4,170,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2452,08-12-2019,8,12,2019,Ventanas,TURF,10,1,0,8.9,Macroalga ,Lessonia trabeculata,1,1,22,2,163,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2453,08-12-2019,8,12,2019,Ventanas,TURF,10,1,0,8.9,Macroalga ,Lessonia trabeculata,1,1,19,4,172,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2454,08-12-2019,8,12,2019,Ventanas,TURF,10,1,0,8.9,Macroalga ,Lessonia trabeculata,1,1,18,4,180,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2455,08-12-2019,8,12,2019,Ventanas,TURF,10,2,0.5,8.1,Macroalga ,Lessonia trabeculata,1,1,25,1,133,2,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2456,08-12-2019,8,12,2019,Ventanas,TURF,10,2,0.5,8.1,Macroalga ,Lessonia trabeculata,1,1,27,2,132,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2457,08-12-2019,8,12,2019,Ventanas,TURF,10,2,0.5,8.1,Macroalga ,Lessonia trabeculata,1,1,19,2,148,2,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2458,08-12-2019,8,12,2019,Ventanas,TURF,10,2,0.5,8.1,Macroalga ,Lessonia trabeculata,1,1,13,4,123,,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2459,08-12-2019,8,12,2019,Ventanas,TURF,10,3,15,7.6,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2460,08-12-2019,8,12,2019,Ventanas,TURF,10,3,15,7.6,Macroalga ,Lessonia trabeculata,1,1,28,5,166,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2461,08-12-2019,8,12,2019,Ventanas,TURF,10,3,15,7.6,Macroalga ,Lessonia trabeculata,1,1,20,4,130,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2462,08-12-2019,8,12,2019,Ventanas,TURF,10,3,15,7.6,Macroalga ,Lessonia trabeculata,1,1,32,3,186,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2463,08-12-2019,8,12,2019,Ventanas,TURF,10,3,15,7.6,Macroalga ,Lessonia trabeculata,1,1,29,9,173,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2464,08-12-2019,8,12,2019,Ventanas,TURF,10,3,15,7.6,Macroalga ,Lessonia trabeculata,1,1,30,2,177,1,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2465,08-12-2019,8,12,2019,Ventanas,TURF,10,4,20,6.2,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2466,08-12-2019,8,12,2019,Ventanas,TURF,10,4,20,6.2,Macroalga ,Lessonia trabeculata,1,1,15,1,164,2,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2467,08-12-2019,8,12,2019,Ventanas,TURF,10,4,20,6.2,Macroalga ,Lessonia trabeculata,1,1,31,4,190,,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2468,08-12-2019,8,12,2019,Ventanas,TURF,10,4,20,6.2,Macroalga ,Lessonia trabeculata,1,1,18,10,133,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2469,08-12-2019,8,12,2019,Ventanas,TURF,10,4,20,6.2,Macroalga ,Lessonia trabeculata,1,1,19,6,128,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2470,09-12-2019,9,12,2019,Ventanas,TURF,1,6,60,10,Macroalga ,Lessonia trabeculata,1,1,24,3,170,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
2471,09-12-2019,9,12,2019,Ventanas,TURF,1,6,60,10,Macroalga ,Lessonia trabeculata,1,1,19,3,182,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
2472,09-12-2019,9,12,2019,Ventanas,TURF,1,6,60,10,Macroalga ,Lessonia trabeculata,1,1,14,1,175,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
2473,09-12-2019,9,12,2019,Ventanas,TURF,1,6,60,10,Macroalga ,Lessonia trabeculata,1,1,19,1,198,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
2474,09-12-2019,9,12,2019,Ventanas,TURF,1,6,60,10,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
2475,09-12-2019,9,12,2019,Ventanas,TURF,1,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,27,5,142,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2476,09-12-2019,9,12,2019,Ventanas,TURF,1,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,27,5,219,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2477,09-12-2019,9,12,2019,Ventanas,TURF,1,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,20,2,225,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2478,09-12-2019,9,12,2019,Ventanas,TURF,1,2,10,10.5,Macroalga ,Lessonia trabeculata,1,1,20,8,80,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2479,09-12-2019,9,12,2019,Ventanas,TURF,1,2,10,10.5,Macroalga ,Lessonia trabeculata,1,1,40,5,208,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2480,09-12-2019,9,12,2019,Ventanas,TURF,1,3,30,10.4,Macroalga ,Lessonia trabeculata,1,1,23,4,196,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2481,09-12-2019,9,12,2019,Ventanas,TURF,1,3,30,10.4,Macroalga ,Lessonia trabeculata,1,1,18,3,183,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2482,09-12-2019,9,12,2019,Ventanas,TURF,1,3,30,10.4,Macroalga ,Lessonia trabeculata,1,1,30,4,200,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2483,09-12-2019,9,12,2019,Ventanas,TURF,1,3,30,10.4,Macroalga ,Lessonia trabeculata,1,1,27,5,232,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2484,09-12-2019,9,12,2019,Ventanas,TURF,1,4,40,11,Macroalga ,Lessonia trabeculata,1,1,36,4,175,2,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2485,09-12-2019,9,12,2019,Ventanas,TURF,1,4,40,11,Macroalga ,Lessonia trabeculata,1,1,55,9,230,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2486,09-12-2019,9,12,2019,Ventanas,TURF,1,4,40,11,Macroalga ,Lessonia trabeculata,1,1,26,3,188,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2487,09-12-2019,9,12,2019,Ventanas,TURF,1,4,40,11,Macroalga ,Lessonia trabeculata,1,1,15,2,146,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2488,09-12-2019,9,12,2019,Ventanas,TURF,1,5,50,11,Macroalga ,Lessonia trabeculata,1,1,32,4,,,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2489,09-12-2019,9,12,2019,Ventanas,TURF,1,5,50,11,Macroalga ,Lessonia trabeculata,1,1,38,4,230,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2490,09-12-2019,9,12,2019,Ventanas,TURF,1,5,50,11,Macroalga ,Lessonia trabeculata,1,1,48,5,170,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2491,09-12-2019,9,12,2019,Ventanas,TURF,1,5,50,11,Macroalga ,Lessonia trabeculata,1,1,29,2,185,3,,Camila Gonzalez,Camila Gonzalez,Camila Gonzalez
2492,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,20,9,106,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2493,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,10,2,161,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2494,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,13,8,172,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2495,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.6,Macroalga ,Lessonia trabeculata,1,1,13,9,91,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2496,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,9.9,Macroalga ,Lessonia trabeculata,1,1,24,5,143,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2497,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,9.9,Macroalga ,Lessonia trabeculata,1,1,2,2,9,2,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2498,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,9.9,Macroalga ,Lessonia trabeculata,1,1,2,2,20,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2499,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,9.9,Macroalga ,Lessonia trabeculata,1,1,22,3,155,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2500,02-03-2020,2,3,2020,Quintay B,TURF,6,3,20,9.8,Macroalga ,Lessonia trabeculata,1,1,5,4,53,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2501,02-03-2020,2,3,2020,Quintay B,TURF,6,3,20,9.8,Macroalga ,Lessonia trabeculata,1,1,10,3,76,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2502,02-03-2020,2,3,2020,Quintay B,TURF,6,4,30,10.4,Macroalga ,Lessonia trabeculata,1,1,15,1,138,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2503,02-03-2020,2,3,2020,Quintay B,TURF,6,4,30,10.4,Macroalga ,Lessonia trabeculata,1,1,19,6,134,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2504,02-03-2020,2,3,2020,Quintay B,TURF,6,5,40,11,Macroalga ,Lessonia trabeculata,1,1,19,3,196,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2505,02-03-2020,2,3,2020,Quintay B,TURF,6,5,40,11,Macroalga ,Lessonia trabeculata,1,1,14,3,125,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2506,02-03-2020,2,3,2020,Quintay B,TURF,6,6,50,12,Macroalga ,Lessonia trabeculata,1,1,42,9,225,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2507,02-03-2020,2,3,2020,Quintay B,TURF,6,6,50,12,Macroalga ,Lessonia trabeculata,1,1,3,3,48,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2508,02-03-2020,2,3,2020,Quintay B,TURF,6,6,50,12,Macroalga ,Lessonia trabeculata,1,1,6,4,11,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2509,02-03-2020,2,3,2020,Quintay B,TURF,6,6,50,12,Macroalga ,Lessonia trabeculata,1,1,3,2,37,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2510,02-03-2020,2,3,2020,Quintay B,TURF,6,7,60,12.8,Macroalga ,Lessonia trabeculata,1,1,21,3,150,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2511,02-03-2020,2,3,2020,Quintay B,TURF,6,7,60,12.8,Macroalga ,Lessonia trabeculata,1,1,7,5,52,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2512,02-03-2020,2,3,2020,Quintay B,TURF,6,7,60,12.8,Macroalga ,Lessonia trabeculata,1,1,10,6,64,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2513,02-03-2020,2,3,2020,Quintay B,TURF,6,8,70,12.8,Macroalga ,Lessonia trabeculata,1,1,23,10,215,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2514,02-03-2020,2,3,2020,Quintay B,TURF,6,8,70,12.8,Macroalga ,Lessonia trabeculata,1,1,32,5,222,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2515,02-03-2020,2,3,2020,Quintay B,TURF,6,8,70,12.8,Macroalga ,Lessonia trabeculata,1,1,19,7,206,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2516,02-03-2020,2,3,2020,Quintay B,TURF,6,9,80,12.8,Macroalga ,Lessonia trabeculata,1,1,38,11,230,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2517,02-03-2020,2,3,2020,Quintay B,TURF,6,10,90,12.3,Macroalga ,Lessonia trabeculata,1,1,17,4,143,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2518,02-03-2020,2,3,2020,Quintay B,TURF,6,10,90,12.3,Macroalga ,Lessonia trabeculata,1,1,37,12,236,3,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2519,02-03-2020,2,3,2020,Quintay B,TURF,7,1,0,15.4,Macroalga ,Lessonia trabeculata,1,1,14,1,184,2,,NaN,NaN,NaN
2520,02-03-2020,2,3,2020,Quintay B,TURF,7,1,0,15.4,Macroalga ,Lessonia trabeculata,1,1,13,3,200,3,,NaN,NaN,NaN
2521,02-03-2020,2,3,2020,Quintay B,TURF,7,2,10,15.7,Macroalga ,Lessonia trabeculata,1,1,13,12,133,3,,NaN,NaN,NaN
2522,02-03-2020,2,3,2020,Quintay B,TURF,7,2,10,15.7,Macroalga ,Lessonia trabeculata,1,1,14,7,97,3,,NaN,NaN,NaN
2523,02-03-2020,2,3,2020,Quintay B,TURF,7,3,20,14.2,Macroalga ,Lessonia trabeculata,1,1,28,12,185,3,,NaN,NaN,NaN
2524,02-03-2020,2,3,2020,Quintay B,TURF,7,3,20,14.2,Macroalga ,Lessonia trabeculata,1,1,14,4,127,3,,NaN,NaN,NaN
2525,02-03-2020,2,3,2020,Quintay B,TURF,7,4,30,12.5,Macroalga ,Lessonia trabeculata,1,1,29,22,179,3,,NaN,NaN,NaN
2526,02-03-2020,2,3,2020,Quintay B,TURF,7,5,40,12.4,Macroalga ,Lessonia trabeculata,1,1,33,9,265,3,,NaN,NaN,NaN
2527,02-03-2020,2,3,2020,Quintay B,TURF,7,5,40,12.4,Macroalga ,Lessonia trabeculata,1,1,30,8,220,3,,NaN,NaN,NaN
2528,02-03-2020,2,3,2020,Quintay B,TURF,7,6,50,13,Macroalga ,Lessonia trabeculata,1,1,34,6,250,3,,NaN,NaN,NaN
2529,02-03-2020,2,3,2020,Quintay B,TURF,7,7,60,13.1,Macroalga ,Lessonia trabeculata,1,1,39,10,257,3,,NaN,NaN,NaN
2530,02-03-2020,2,3,2020,Quintay B,TURF,7,7,60,13.1,Macroalga ,Lessonia trabeculata,1,1,38,10,261,3,,NaN,NaN,NaN
2531,02-03-2020,2,3,2020,Quintay B,TURF,7,8,70,12.7,Macroalga ,Lessonia trabeculata,1,1,44,10,230,3,,NaN,NaN,NaN
2532,02-03-2020,2,3,2020,Quintay B,TURF,7,8,70,12.7,Macroalga ,Lessonia trabeculata,1,1,30,8,220,2,,NaN,NaN,NaN
2533,02-03-2020,2,3,2020,Quintay B,TURF,7,9,80,11,Macroalga ,Lessonia trabeculata,1,1,44,14,228,3,,NaN,NaN,NaN
2534,02-03-2020,2,3,2020,Quintay B,TURF,7,10,90,12.1,Macroalga ,Lessonia trabeculata,1,1,39,13,290,3,,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2535,02-03-2020,2,3,2020,Quintay B,TURF,7,10,90,12.1,Macroalga ,Lessonia trabeculata,1,1,45,5,270,3,,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2536,02-03-2020,2,3,2020,Quintay B,TURF,7,10,90,12.1,Animal,Taliepus sp,1,3,NaN,NaN,NaN,NaN,NaN,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2537,02-03-2020,2,3,2020,Quintay B,TURF,7,10,90,12.1,Animal,Tetrapygus niger,1,15,NaN,NaN,NaN,NaN,NaN,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2538,02-03-2020,2,3,2020,Quintay B,TURF,7,10,90,12.1,Animal,Tegula tridentata,1,72,NaN,NaN,NaN,NaN,NaN,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2539,02-03-2020,2,3,2020,Quintay B,TURF,7,9,80,12.6,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2540,02-03-2020,2,3,2020,Quintay B,TURF,7,9,80,12.6,Animal,Tetrapygus niger,1,4,NaN,NaN,NaN,NaN,NaN,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2541,02-03-2020,2,3,2020,Quintay B,TURF,7,9,80,12.6,Animal,Tegula tridentata,1,85,NaN,NaN,NaN,NaN,NaN,Hannah Earp,Hannah Earp,Rodrigo Mu–oz
2542,02-03-2020,2,3,2020,Quintay B,TURF,7,1,0,15.4,Animal,Tetrapygus niger,1,5,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2543,02-03-2020,2,3,2020,Quintay B,TURF,7,1,0,15.4,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2544,02-03-2020,2,3,2020,Quintay B,TURF,7,2,10,15.7,Animal,Tegula tridentata,1,40,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2545,02-03-2020,2,3,2020,Quintay B,TURF,7,2,10,15.7,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2546,02-03-2020,2,3,2020,Quintay B,TURF,7,3,20,14.2,Animal,Taliepus sp,1,3,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2547,02-03-2020,2,3,2020,Quintay B,TURF,7,3,20,14.2,Animal,Tetrapygus niger,1,5,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2548,02-03-2020,2,3,2020,Quintay B,TURF,7,3,20,14.2,Animal,Tegula tridentata,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2549,02-03-2020,2,3,2020,Quintay B,TURF,7,4,30,12.5,Animal,Tetrapygus niger,1,16,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2550,02-03-2020,2,3,2020,Quintay B,TURF,7,4,30,12.5,Animal,Taliepus sp,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2551,02-03-2020,2,3,2020,Quintay B,TURF,7,5,40,12.4,Animal,Tetrapygus niger,1,10,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2552,02-03-2020,2,3,2020,Quintay B,TURF,7,5,40,12.4,Animal,Taliepus sp,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2553,02-03-2020,2,3,2020,Quintay B,TURF,7,6,50,12.4,Animal,Tetrapygus niger,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2554,02-03-2020,2,3,2020,Quintay B,TURF,7,6,50,13,Animal,Taliepus sp,1,4,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2555,02-03-2020,2,3,2020,Quintay B,TURF,7,7,60,13.1,Animal,Tetrapygus niger,1,27,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2556,02-03-2020,2,3,2020,Quintay B,TURF,7,7,60,13.1,Animal,Tegula tridentata,1,12,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2557,02-03-2020,2,3,2020,Quintay B,TURF,7,7,60,13.1,Animal,Taliepus sp,1,5,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2558,02-03-2020,2,3,2020,Quintay B,TURF,7,8,70,12.7,Animal,Tegula tridentata,1,25,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2559,02-03-2020,2,3,2020,Quintay B,TURF,7,8,70,12.7,Animal,Tetrapygus niger,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2560,02-03-2020,2,3,2020,Quintay B,TURF,7,8,70,12.7,Animal,Taliepus sp,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2561,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.6,Animal,Tegula tridentata,1,7,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2562,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.6,Animal,Taliepus sp,1,3,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2563,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,9.9,Animal,Tetrapygus niger,1,3,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2564,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,9.9,Animal,Taliepus sp,1,3,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2565,02-03-2020,2,3,2020,Quintay B,TURF,6,3,20,9.8,Animal,Tetrapygus niger,1,10,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2566,02-03-2020,2,3,2020,Quintay B,TURF,6,3,20,9.8,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2567,02-03-2020,2,3,2020,Quintay B,TURF,6,4,30,10.4,Animal,Tetrapygus niger,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2568,02-03-2020,2,3,2020,Quintay B,TURF,6,4,30,10.4,Animal,Taliepus sp,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2569,02-03-2020,2,3,2020,Quintay B,TURF,6,5,40,11,Animal,Tegula tridentata,1,3,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2570,02-03-2020,2,3,2020,Quintay B,TURF,6,5,40,11,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2571,02-03-2020,2,3,2020,Quintay B,TURF,6,6,50,12,Animal,Tegula tridentata,1,70,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2572,02-03-2020,2,3,2020,Quintay B,TURF,6,7,60,12.8,Animal,Tegula tridentata,1,44,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2573,02-03-2020,2,3,2020,Quintay B,TURF,6,7,60,12.8,Animal,Tetrapygus niger,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2574,02-03-2020,2,3,2020,Quintay B,TURF,6,8,70,12.8,Animal,Tegula tridentata,1,73,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2575,02-03-2020,2,3,2020,Quintay B,TURF,6,8,70,12.8,Animal,Taliepus sp,1,3,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2576,02-03-2020,2,3,2020,Quintay B,TURF,6,9,80,12.8,Animal,Tegula tridentata,1,105,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2577,02-03-2020,2,3,2020,Quintay B,TURF,6,9,80,12.8,Animal,Tetrapygus niger,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2578,02-03-2020,2,3,2020,Quintay B,TURF,6,9,80,12.8,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2579,02-03-2020,2,3,2020,Quintay B,TURF,6,10,90,12.3,Animal,Tetrapygus niger,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2580,02-03-2020,2,3,2020,Quintay B,TURF,6,10,90,12.3,Animal,Tegula tridentata,1,20,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2581,02-03-2020,2,3,2020,Quintay B,TURF,6,10,90,12.3,Animal,Taliepus sp,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
2582,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.2,Macroalga ,Lessonia trabeculata,1,1,24,3,130,3,,Nicolas Acu–a,Nicolas Acu–a,Nicolas Acu–a
2583,02-03-2020,2,3,2020,Quintay B,TURF,6,1,0,10.2,Macroalga ,Lessonia trabeculata,1,1,40,20,100,3,,Nicolas Acu–a,Nicolas Acu–a,Nicolas Acu–a
2584,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,10,Macroalga ,Lessonia trabeculata,1,1,20,4,130,3,,Nicolas Acu–a,Nicolas Acu–a,Nicolas Acu–a
2585,02-03-2020,2,3,2020,Quintay B,TURF,6,2,10,10,Macroalga ,Lessonia trabeculata,1,1,21,6,120,3,,Nicolas Acu–a,Nicolas Acu–a,Nicolas Acu–a
